MODEL	MAINEFFS	SIZE	LOG-LIKELIHOOD
7967	-1;45;1920;2402;4904;4912;4961;5327;5399;6507;6967	11	0
7968	-1;45;1920;2402;4912;4961;5327;5399;5664;6507;6967	11	0
7969	-1;45;1920;2402;4912;4961;5327;5399;5664;6507;6967	11	0
7970	-1;45;125;1920;2402;4912;4961;5327;5399;6507;6967	11	0
7971	-1;45;125;503;1920;4912;4961;5327;5399;6507;6967	11	0
7972	-1;45;125;503;908;1920;4912;4961;5327;5399;6507;6967	12	0
7973	-1;45;125;503;1920;4912;4961;5327;5399;6507;6967	11	0
7974	-1;45;125;503;1920;4912;4961;5327;5399;6507;6967	11	0
7975	-1;45;503;1920;2404;4912;4961;5327;5399;6507;6967	11	0
7976	-1;45;503;1920;2404;2543;4912;5327;5399;6507;6967	11	0
7977	-1;45;503;1920;2404;2543;3485;4912;5327;5399;6967	11	0
7978	-1;45;503;1920;2404;2543;4912;5327;5399;5786;6967	11	0
7979	-1;45;503;708;1920;2404;2543;4912;5327;5399;5786;6967	12	0
7980	-1;45;503;708;1920;2404;2543;4388;4912;5327;5399;5786;6967	13	0
7981	-1;45;503;1920;2404;2543;4376;4388;4912;5327;5399;5786;6967	13	0
7982	-1;45;503;1920;2404;2543;4376;4388;4912;5327;5786;6967	12	0
7983	-1;45;503;1920;2404;2543;4376;4388;4912;5327;5786;6731;6967	13	0
7984	-1;45;503;693;1920;2404;2543;4376;4388;4912;5327;6731;6967	13	0
7985	-1;45;503;693;1920;2404;2543;4376;4388;4912;5327;6967	12	0
7986	-1;45;503;693;1920;2404;2543;4376;4912;5327;6967	11	0
7987	-1;45;503;693;1920;2404;4376;4912;5327;6967	10	0
7988	-1;45;503;693;1920;2404;4376;5327;6952;6967	10	0
7989	-1;45;503;693;1920;2404;4376;6952;6967;7263	10	0
7990	-1;45;503;693;1920;2487;4376;6952;6967;7263	10	0
7991	-1;45;503;693;1920;2364;2487;4376;6952;6967;7263	11	0
7992	-1;45;219;503;693;1920;2364;4376;6952;6967;7263	11	0
7993	-1;45;219;693;1920;2364;4376;6952;6967;7263	10	0
7994	-1;45;219;693;2364;4376;6952;6967;7263	9	0
7995	-1;45;219;693;2364;4376;4405;6952;6967;7263	10	0
7996	-1;45;693;2364;4376;4405;6952;6967;7263;7308	10	0
7997	-1;45;693;2364;4376;4405;6967;7263;7308	9	0
7998	-1;45;693;2364;4376;4405;6158;6967;7263;7308	10	0
7999	-1;45;488;693;2364;4405;6158;6967;7263;7308	10	0
8000	-1;45;488;693;2364;4405;6158;6967;7263;7308	10	0
8001	-1;45;488;2364;4405;5444;6158;6967;7263;7308	10	0
8002	-1;45;2364;3564;4405;5444;6158;6967;7263;7308	10	0
8003	-1;2364;3564;4405;5444;6158;6967;7263;7308	9	0
8004	-1;2364;3564;4405;5444;6967;7263;7308	8	0
8005	-1;1791;2364;4405;5444;6967;7263;7308	8	0
8006	-1;1791;2364;4405;5444;6967;7254;7263	8	0
8007	-1;1791;2364;5444;6967;7254;7263	7	0
8008	-1;1791;2364;3849;5444;7254;7263	7	0
8009	-1;1791;2364;3604;3849;5444;7263	7	0
8010	-1;1791;2364;2899;3604;3849;7263	7	0
8011	-1;418;1791;2364;2899;3604;3849;7263	8	0
8012	-1;418;594;1791;2364;2899;3604;3849;7263	9	0
8013	-1;418;594;1791;2364;2899;3604;3849;5930	9	0
8014	-1;594;1791;2364;2899;3604;3849;3954;5930	9	0
8015	-1;594;1791;2364;2899;3604;3849;3859;3954;5930	10	0
8016	-1;594;2364;2899;3604;3849;3859;3954;4973;5930	10	0
8017	-1;594;2364;3604;3849;3859;3954;4973;5930;7328	10	0
8018	-1;594;2364;3604;3849;3954;4973;5930;7328	9	0
8019	-1;594;2364;3604;3849;3954;4973;5930;7328	9	0
8020	-1;594;1853;2364;3604;3849;3954;4973;5930;7328	10	0
8021	-1;594;1853;2364;3604;3849;3954;4973;7328	9	0
8022	-1;594;1853;2364;3604;3849;3954;4484;4973;7328	10	0
8023	-1;594;2364;3604;3849;3954;4484;4973;7328	9	0
8024	-1;594;1235;2364;3604;3849;4484;4973;7328	9	0
8025	-1;594;1235;2241;2364;3604;3849;4973;7328	9	0
8026	-1;594;1235;1506;2241;2364;3604;3849;4973;7328	10	0
8027	-1;20;594;1235;1506;2241;2364;3604;3849;4973;7328	11	0
8028	-1;20;594;1235;1506;2241;2364;3604;3849;4973;7328	11	0
8029	-1;20;594;1235;1506;2364;3604;3849;4031;4973;7328	11	0
8030	-1;20;1235;1506;2364;3604;3849;4031;4973;5883;7328	11	0
8031	-1;20;1235;1506;2289;2364;3604;3849;4031;4973;5883;7328	12	0
8032	-1;20;1235;1506;2289;3604;3849;4031;4973;5883;7328	11	0
8033	-1;20;1235;1506;2289;3604;4031;4973;5883;7328	10	0
8034	-1;20;1235;1506;2289;4031;4973;5883;7045;7328	10	0
8035	-1;20;1506;2289;4031;4973;5883;7045;7328	9	0
8036	-1;20;1506;2289;4973;5883;7045;7053;7328	9	0
8037	-1;20;1506;2289;4973;5045;5883;7045;7053;7328	10	0
8038	-1;20;1506;2289;4973;5045;7045;7053;7328	9	0
8039	-1;20;1332;1506;2289;4973;5045;7053;7328	9	0
8040	-1;20;1332;1506;2283;4973;5045;7053;7328	9	0
8041	-1;20;1332;1506;1615;2283;4973;5045;7053	9	0
8042	-1;1332;1506;1615;2283;4973;5045;7053	8	0
8043	-1;1332;1506;1615;2283;5045;7053	7	0
8044	-1;1332;1506;1615;2283;5045;7053	7	0
8045	-1;1332;1506;1615;2283;3889;5045;7053	8	0
8046	-1;963;1332;1506;1615;2283;3889;5045;7053	9	0
8047	-1;1332;1506;1615;2283;3889;5045;7053	8	0
8048	-1;1332;1506;1615;2283;3889;5045;7053	8	0
8049	-1;1332;1506;1615;2283;3889;4182;5045	8	0
8050	-1;1332;1506;1615;2283;3889;4182;5045;6913	9	0
8051	-1;1332;1506;1615;2283;3889;5045;6913	8	0
8052	-1;1332;1506;1615;2283;3889;5045	7	0
8053	-1;1332;1506;1615;2283;2365;3889;5045	8	0
8054	-1;928;1332;1506;1615;2283;2365;3889;5045	9	0
8055	-1;905;928;1332;1506;1615;2283;2365;3889;5045	10	0
8056	-1;905;928;1332;1506;2283;2365;3889;5045	9	0
8057	-1;905;928;1332;1506;2283;3889;5045	8	0
8058	-1;905;928;1332;1506;2283;5045	7	0
8059	-1;928;1332;1506;2283;4468;5045	7	0
8060	-1;928;1332;1506;2283;3184;5045	7	0
8061	-1;928;1506;2283;3184;5045	6	0
8062	-1;309;928;1506;3184;5045	6	0
8063	-1;309;928;1506;3184;5045	6	0
8064	-1;309;928;1506;3184;5045	6	0
8065	-1;309;928;1506;3184;5045;7288;928 7288	8	0
8066	-1;309;928;3184;5045;7288;928 7288	7	0
8067	-1;309;928;3184;4526;5045;7288	7	0
8068	-1;309;928;3184;4526;4815;7288	7	0
8069	-1;309;928;3184;4526;4798;4815	7	0
8070	-1;309;928;1871;3184;4526;4798;4815	8	0
8071	-1;309;928;999;1871;4526;4798;4815	8	0
8072	-1;309;928;999;1871;4526;4798;4815;7272	9	0
8073	-1;309;928;1871;2208;4526;4798;4815;7272	9	0
8074	-1;309;928;1871;2208;4526;4798;6062;7272	9	0
8075	-1;309;928;1871;1925;4526;4798;6062;7272	9	0
8076	-1;309;928;1871;1925;4526;4798;6062	8	0
8077	-1;928;1871;1925;4526;4798;6062;6147	8	0
8078	-1;928;1871;1925;2313;4526;4798;6147	8	0
8079	-1;928;1450;1871;1925;2313;4526;4798;6147	9	0
8080	-1;928;1407;1450;1871;1925;2313;4526;4798;6147	10	0
8081	-1;928;1407;1450;1582;1871;1925;2313;4526;4798;6147	11	0
8082	-1;1407;1450;1582;1669;1871;1925;2313;4526;4798;6147	11	0
8083	-1;1407;1450;1582;1871;1925;2313;4526;4798;6147	10	0
8084	-1;572;1450;1582;1871;1925;2313;4526;4798;6147	10	0
8085	-1;572;1450;1582;1871;1925;2313;3813;4526;4798	10	0
8086	-1;572;1450;1582;1871;1925;2313;3813;4526;4798;6083	11	0
8087	-1;1450;1582;1871;1925;2313;3813;4526;4798;5296;6083	11	0
8088	-1;1450;1582;1871;1925;2255;2313;3813;4526;4798;5296;6083	12	0
8089	-1;1450;1582;1871;1925;2255;2313;3813;4526;5296;5546;6083	12	0
8090	-1;1450;1582;1871;1925;2255;3813;4526;5296;5546;5695;6083	12	0
8091	-1;542;1450;1582;1871;2255;3813;4526;5296;5546;5695;6083	12	0
8092	-1;542;1450;1582;1871;2255;3813;4526;5296;5546;5695	11	0
8093	-1;542;1582;1871;2255;3813;4212;4526;5296;5546;5695	11	0
8094	-1;542;1582;1871;2255;4212;4526;5296;5546;5695	10	0
8095	-1;542;1582;1871;2255;2474;4212;4526;5296;5546;5695	11	0
8096	-1;542;1582;1871;2255;2474;4212;4526;5296;5695;6566	11	0
8097	-1;542;1871;2255;2474;4212;4526;5296;5491;5695;6566	11	0
8098	-1;117;542;1871;2255;2474;4212;4526;5296;5491;5695;6566	12	0
8099	-1;117;542;1871;2474;4212;4526;5296;5491;5695;6566	11	0
8100	-1;117;542;1871;2474;3301;4526;5296;5491;5695;6566	11	0
8101	-1;117;542;1246;1871;2474;3301;4526;5296;5491;5695;6566	12	0
8102	-1;117;542;545;1246;1871;3301;4526;5296;5491;5695;6566	12	0
8103	-1;117;542;545;1246;1871;3301;4526;5296;5695;6566;7132	12	0
8104	-1;117;542;545;1246;1871;2331;3301;4526;5296;5695;6566;7132	13	0
8105	-1;117;542;545;857;1246;1871;2331;3301;4526;5695;6566;7132	13	0
8106	-1;117;542;545;756;857;1246;1871;2331;3301;5695;6566;7132	13	0
8107	-1;117;542;545;756;857;1246;1871;2331;3683;5695;6566;7132	13	0
8108	-1;117;542;545;756;857;1246;1871;2331;5695;6309;6566;7132	13	0
8109	-1;542;545;756;857;1246;1871;2331;5695;6309;6566;7132	12	0
8110	-1;545;756;857;1246;1871;2331;3158;5695;6309;6566;7132	12	0
8111	-1;545;756;857;1871;2331;3158;5695;6309;6566;7132	11	0
8112	-1;545;756;857;1871;2331;3158;4850;5695;6309;7132	11	0
8113	-1;545;756;857;1871;2331;2465;3158;4850;5695;6309;7132	12	0
8114	-1;545;756;857;1871;2465;3158;4850;5695;6309;7132	11	0
8115	-1;545;857;1871;2465;3158;4850;5695;6309;6988;7132	11	0
8116	-1;545;857;1871;2465;3158;4850;5695;6309;6988	10	0
8117	-1;545;857;1871;2465;3158;4206;4850;5695;6309;6988	11	0
8118	-1;545;857;1354;1871;2465;3158;4206;4850;5695;6309;6988	12	0
8119	-1;545;857;1354;1871;2465;3158;3282;4206;4850;5695;6309;6988	13	0
8120	-1;545;857;1354;2465;3158;3282;4206;4620;4850;5695;6309;6988	13	0
8121	-1;545;857;1354;2465;3158;3282;3812;4206;4620;4850;5695;6309;6988	14	0
8122	-1;545;857;1354;2465;3158;3282;3812;4206;4620;4632;4850;5695;6309	14	0
8123	-1;545;857;1354;2465;3158;3282;3812;4206;4620;4850;5695;6309;6627	14	0
8124	-1;857;1354;2465;3158;3282;3812;4206;4620;4850;5695;6309;6627	13	0
8125	-1;857;1354;2465;3158;3282;3560;3812;4206;4620;4850;6309;6627	13	0
8126	-1;857;1354;2465;3158;3560;3812;4206;4620;4782;4850;6309;6627	13	0
8127	-1;857;1028;1354;2465;3158;3560;3812;4206;4620;4782;4850;6627	13	0
8128	-1;857;1028;1354;2465;3158;3560;4206;4620;4782;4850;6627	12	0
8129	-1;857;1354;2465;3158;3560;4206;4620;4782;4850;6627	11	0
8130	-1;857;1354;2465;3158;3560;4206;4620;4782;4850	10	0
8131	-1;48;857;1354;2465;3158;3560;4620;4782;4850	10	0
8132	-1;48;857;1354;2465;2813;3158;3560;4620;4782;4850	11	0
8133	-1;857;1354;1414;2465;2813;3158;3560;4620;4782;4850	11	0
8134	-1;857;1354;1368;1414;2465;2813;3158;3560;4620;4782	11	0
8135	-1;857;1354;1414;2465;2813;3158;3560;4620;4782;5564	11	0
8136	-1;857;1354;1414;2465;2813;3158;3560;4620;5564	10	0
8137	-1;857;1354;1414;2446;2465;2813;3158;3560;4620;5564	11	0
8138	-1;558;857;1354;1414;2446;2465;2813;3560;4620;5564	11	0
8139	-1;558;857;1354;1414;2465;2813;3560;4620;5564;6027	11	0
8140	-1;558;857;1414;2465;2813;3560;4620;5564;6027	10	0
8141	-1;558;857;1414;2465;2813;3560;5504;5564;6027	10	0
8142	-1;558;857;1414;2465;2813;3560;5504;6027;6722	10	0
8143	-1;558;857;1414;2465;2813;3560;5271;6027;6722	10	0
8144	-1;558;857;1414;2813;2996;3560;5271;6027;6722	10	0
8145	-1;558;1414;2813;2996;3560;5271;5750;6027;6722	10	0
8146	-1;558;1414;2813;2996;4206;5271;5750;6027;6722	10	0
8147	-1;558;848;1414;2813;2996;5271;5750;6027;6722	10	0
8148	-1;558;848;2813;2996;5271;5750;6027;6721;6722	10	0
8149	-1;558;848;2722;2813;5271;5750;6027;6721;6722	10	0
8150	-1;558;821;2722;2813;5271;5750;6027;6721;6722	10	0
8151	-1;558;821;2722;2813;4853;5271;5750;6027;6721;6722	11	0
8152	-1;558;821;2722;2813;4275;4853;5271;5750;6027;6721;6722	12	0
8153	-1;558;601;821;2813;4275;4853;5271;5750;6027;6721;6722	12	0
8154	-1;558;601;821;2813;3276;4275;4853;5271;5750;6027;6722	12	0
8155	-1;558;601;821;2813;3276;4275;5271;5750;6027;6722	11	0
8156	-1;354;558;601;2813;3276;4275;5271;5750;6027;6722	11	0
8157	-1;354;558;601;2813;3276;4275;5271;5750;6027;6096;6722	12	0
8158	-1;354;558;601;1513;2813;3276;4275;5271;5750;6027;6096;6722	13	0
8159	-1;354;558;601;1513;2813;3276;5271;5750;6027;6096;6722	12	0
8160	-1;354;558;601;1513;2813;3276;4312;5271;6027;6096;6722	12	0
8161	-1;354;558;601;1513;2813;3276;4312;5781;6027;6096;6722	12	0
8162	-1;354;558;601;1513;2813;3276;4312;4677;5781;6096;6722	12	0
8163	-1;354;558;601;1513;2813;3276;4312;4677;5781;6096	11	0
8164	-1;354;558;601;1513;2306;2813;3276;4312;4677;5781;6096	12	0
8165	-1;354;558;1513;2306;2813;3276;4312;4677;5781;6096	11	0
8166	-1;354;558;1513;2306;2813;3276;4312;5379;5781;6096	11	0
8167	-1;354;558;1513;2306;2813;4312;5379;5781;6096	10	0
8168	-1;558;1513;2306;2813;4312;5379;5781;6096	9	0
8169	-1;558;1513;2168;2306;2813;4312;5379;5781;6096	10	0
8170	-1;558;1513;2168;2306;2813;3442;4312;5379;6096	10	0
8171	-1;558;1513;2168;2306;2370;2813;4312;5379;6096	10	0
8172	-1;558;1513;2168;2306;2370;2813;4312;5379	9	0
8173	-1;558;1513;2168;2306;2370;2813;4312;5379;6727	10	0
8174	-1;558;1513;2168;2306;2370;2813;4312;5379;6727;7120;2813 7120	12	0
8175	-1;558;1513;2168;2370;2813;4312;5324;5379;6727;7120;2813 7120	12	0
8176	-1;558;1513;1703;2168;2813;4312;5324;5379;6727;7120;2813 7120	12	0
8177	-1;558;1513;1703;2168;2813;4312;5324;5379;7120;2813 7120	11	0
8178	-1;558;1513;1703;2168;2813;4312;5324;5379;6130;7120;2813 7120	12	0
8179	-1;1513;1703;2168;2813;4312;5324;5379;6130;7120;2813 7120	11	0
8180	-1;1513;1703;2168;2813;4312;5324;5379;6130;6581;7120;2813 7120	12	0
8181	-1;1513;1703;2168;2270;2813;4312;5324;5379;6130;6581;7120	12	0
8182	-1;1513;1703;2168;2270;2813;3072;4312;5324;5379;6130;6581;7120	13	0
8183	-1;1513;1703;2168;2270;2813;3072;4312;5324;5379;5479;6130;6581;7120;5379 5479	15	0
8184	-1;1513;1703;2168;2270;2813;3072;4312;5324;5379;5479;6130;6581;7120	14	0
8185	-1;254;1513;1703;2168;2270;2813;3072;4312;5324;5379;5479;6130;6581;7120	15	0
8186	-1;254;1513;1703;2168;2813;3072;4312;5324;5379;5479;6130;6464;6581;7120	15	0
8187	-1;254;503;1513;1703;2813;3072;4312;5324;5379;5479;6130;6464;6581;7120	15	0
8188	-1;254;1513;1703;2813;3072;4312;5324;5379;5479;6130;6464;6581;7120	14	0
8189	-1;254;336;1513;1703;2813;3072;4312;5324;5379;6130;6464;6581;7120	14	0
8190	-1;254;1513;1703;2813;3072;4312;5324;5379;6130;6464;6581;7120	13	0
8191	-1;254;1513;1703;2813;3072;4312;5324;6130;6464;6581;7120	12	0
8192	-1;254;1513;1703;2813;4312;5324;6130;6464;6581;7120	11	0
8193	-1;1513;1703;2813;4312;5324;6130;6464;6581;7120	10	0
8194	-1;1513;1703;2813;3946;4312;5324;6464;6581;7120	10	0
8195	-1;1703;2813;3946;4312;4900;5324;6464;6581;7120	10	0
8196	-1;1703;2813;2910;3946;4312;4900;5324;6581;7120	10	0
8197	-1;1703;1874;2813;2910;3946;4900;5324;6581;7120	10	0
8198	-1;1703;1874;2720;2813;2910;3946;4900;5324;6581;7120	11	0
8199	-1;1703;1874;2813;2910;3946;4900;5324;6581;7120;7269	11	0
8200	-1;1703;1874;2813;2910;3946;5324;6429;6581;7120;7269	11	0
8201	-1;1874;2813;2910;3946;4836;5324;6429;6581;7120;7269	11	0
8202	-1;1874;2813;2910;3946;4836;5324;6429;6581;7120	10	0
8203	-1;1874;2813;2910;3946;4836;5324;6581;7120	9	0
8204	-1;1874;2813;2910;3946;4836;5324;7120;7139	9	0
8205	-1;1874;2910;3946;4836;5324;7120;7139	8	0
8206	-1;1874;2475;2910;3946;4836;5324;7120;7139	9	0
8207	-1;1874;2475;2910;3946;4836;5324;7120;7139	9	0
8208	-1;1874;2475;2910;3946;4836;5324;7120	8	0
8209	-1;1874;2910;3946;4836;5324;6315;7120	8	0
8210	-1;1874;2910;3388;4836;5324;6315;7120	8	0
8211	-1;2910;3388;4836;5324;6315;7120	7	0
8212	-1;2910;3388;4836;5324;6315;6815;7120	8	0
8213	-1;2910;3388;4820;4836;5324;6315;7120	8	0
8214	-1;72;2910;3388;4836;5324;6315;7120	8	0
8215	-1;72;2910;3388;4836;5324;6174;6315;7120	9	0
8216	-1;72;2910;3388;4836;5324;6174;6259;6315;7120	10	0
8217	-1;72;2933;3388;4836;5324;6174;6259;6315;7120	10	0
8218	-1;72;2059;2933;3388;4836;5324;6174;6259;7120	10	0
8219	-1;72;2059;2933;3388;5324;6174;6259;7120	9	0
8220	-1;72;2059;2933;3388;3711;5324;6174;6259;7120	10	0
8221	-1;72;2059;2933;3711;3881;5324;6174;6259;7120	10	0
8222	-1;72;2059;2933;3881;5324;6174;6259;7120	9	0
8223	-1;72;2059;2933;3881;5324;5561;6174;6259;7120	10	0
8224	-1;72;2059;2933;3881;5324;5561;6174;6259	9	0
8225	-1;72;2059;2933;3881;5324;5561;6174	8	0
8226	-1;72;2933;3881;5324;5561;6174;7292	8	0
8227	-1;72;2933;3881;5324;6174;7292	7	0
8228	-1;2933;2958;3881;5324;6174;7292	7	0
8229	-1;2933;2958;3610;3881;5324;6174;7292	8	0
8230	-1;1965;2933;2958;3610;3881;5324;6174	8	0
8231	-1;1965;2933;2958;3610;3881;4588;5324;6174	9	0
8232	-1;1965;2933;2958;3610;4588;5324;6174	8	0
8233	-1;1965;2933;2994;3610;4588;5324;6174	8	0
8234	-1;2933;2994;3610;4588;5324;6174;6650	8	0
8235	-1;2994;3610;4588;5324;5492;6174;6650	8	0
8236	-1;1597;3610;4588;5324;5492;6174;6650	8	0
8237	-1;1597;2347;3610;4588;5324;5492;6174;6650	9	0
8238	-1;2347;3610;4588;5324;5492;5982;6174;6650	9	0
8239	-1;2347;4588;4647;5324;5492;5982;6174;6650	9	0
8240	-1;2347;4588;4647;5087;5492;5982;6174;6650	9	0
8241	-1;2347;4095;4588;4647;5492;5982;6174;6650	9	0
8242	-1;2347;4095;4492;4588;4647;5982;6174;6650	9	0
8243	-1;2347;4095;4492;4588;4647;5982;6650	8	0
8244	-1;2347;3282;4095;4492;4588;4647;5982;6650	9	0
8245	-1;2257;2347;3282;4095;4492;4588;4647;5982	9	0
8246	-1;2257;2347;3282;4095;4588;4647;5982;7037	9	0
8247	-1;2257;2347;3282;4588;4647;5683;5982;7037	9	0
8248	-1;2347;3282;4588;4647;5683;5982;7037	8	0
8249	-1;2347;4588;4647;5683;5982;7037	7	0
8250	-1;2347;4588;4647;5683;5982;7020	7	0
8251	-1;15;2347;4588;4647;5683;5982;7020	8	0
8252	-1;15;530;2347;4588;4647;5683;5982	8	0
8253	-1;15;530;2347;4588;4647;5683;5982;6130;4647 6130	10	0
8254	-1;15;2347;4499;4588;4647;5683;5982;6130;4647 6130	10	0
8255	-1;15;2347;4499;4588;4647;5683;6130;4647 6130	9	0
8256	-1;15;2347;4499;4647;5683;6130;4647 6130	8	0
8257	-1;15;2347;4615;4647;5683;6130;4647 6130	8	0
8258	-1;15;1207;2347;4615;4647;5683;6130;4647 6130	9	0
8259	-1;1207;2347;4263;4615;4647;5683;6130;4647 6130	9	0
8260	-1;1207;1221;2347;4263;4615;4647;5683;6130;4647 6130	10	0
8261	-1;1207;1221;2347;4263;4615;4647;5683;6130	9	0
8262	-1;1207;1221;2347;4263;4615;4647;5683;6130;6910	10	0
8263	-1;1207;1221;2347;4263;4314;4615;4647;5683;6130;6910	11	0
8264	-1;1207;1221;2347;4263;4314;4615;4647;5498;5683;6130;6910	12	0
8265	-1;1207;1221;1415;2347;4263;4615;4647;5498;5683;6130;6910	12	0
8266	-1;1207;1221;1415;2347;4263;4615;4647;5683;6130;6910	11	0
8267	-1;477;1207;1221;1415;2347;4263;4615;4647;6130;6910	11	0
8268	-1;477;1207;1221;1415;2347;4263;4615;4647;6130	10	0
8269	-1;477;1207;1221;1415;2347;2971;4263;4615;4647	10	0
8270	-1;477;1207;1221;1415;2347;2971;4263;4615	9	0
8271	-1;477;1207;1221;1415;2347;2971;4263	8	0
8272	-1;477;1221;1415;2347;2794;2971;4263	8	0
8273	-1;477;1221;1415;2347;2794;2971;6072	8	0
8274	-1;477;1221;1415;2347;2794;2971;6072;1221 6072	9	0
8275	-1;477;1221;1415;2347;2794;2971;3926;6072;1221 6072	10	0
8276	-1;477;1221;1358;1415;2347;2794;2971;3926;6072;1221 6072	11	0
8277	-1;1221;1358;1415;2347;2794;2971;3926;6072;7021;1221 6072	11	0
8278	-1;1221;1415;2347;2794;2971;3926;5829;6072;7021;1221 6072	11	0
8279	-1;1221;1415;2347;2794;2971;5217;5829;6072;7021;1221 6072	11	0
8280	-1;904;1221;1415;2347;2794;2971;5217;5829;6072;7021	11	0
8281	-1;904;1221;1415;2347;2794;2971;4961;5217;5829;6072	11	0
8282	-1;904;1221;1415;2347;2794;2971;4961;5217;5221;6072	11	0
8283	-1;904;1221;1415;2347;2794;2971;4961;5217;5221;6072	11	0
8284	-1;904;1221;1415;2347;2971;3417;4961;5217;5221;6072	11	0
8285	-1;904;1221;2347;2971;3417;4961;5217;5221;6072	10	0
8286	-1;904;1221;2347;2971;3417;5217;5221;6072;6645	10	0
8287	-1;1221;1772;2347;2971;3417;5217;5221;6072;6645	10	0
8288	-1;1221;1772;2347;2971;3417;5221;6072;6502;6645	10	0
8289	-1;1221;1772;2347;2971;5221;6072;6502;6645	9	0
8290	-1;1221;1479;1772;2347;2971;5221;6072;6645	9	0
8291	-1;1221;1772;2147;2347;2971;5221;6072;6645	9	0
8292	-1;1221;1772;2147;2347;2971;4526;6072;6645	9	0
8293	-1;1221;1772;2147;2347;2971;3328;4526;6645	9	0
8294	-1;1221;2147;2347;2971;3328;4526;6645	8	0
8295	-1;1221;2147;2347;3328;4526;6645	7	0
8296	-1;1221;2147;2635;3328;4526;6645	7	0
8297	-1;1221;1576;2147;2635;3328;4526;6645	8	0
8298	-1;1221;1576;2147;2635;4526;6645;6725	8	0
8299	-1;475;1221;1576;2147;2635;4526;6645;6725	9	0
8300	-1;475;1221;1576;2147;2635;3441;4526;6645	9	0
8301	-1;475;1221;1576;2147;2635;3441;6645	8	0
8302	-1;475;492;1576;2147;2635;3441;6645	8	0
8303	-1;492;1576;2147;2255;2635;3441;6645	8	0
8304	-1;492;1576;2147;2255;2635;3145;3441;6645	9	0
8305	-1;492;1576;2147;2255;2635;3145;3441;5874;6645	10	0
8306	-1;492;1576;2147;2255;2635;3145;3441;5681;5874;6645	11	0
8307	-1;492;1576;2147;2255;3145;3441;4164;5681;5874;6645	11	0
8308	-1;492;1576;2255;3145;3441;4164;5681;5874;6645	10	0
8309	-1;492;1576;2071;2255;3145;3441;4164;5681;5874;6645	11	0
8310	-1;492;2071;2255;3145;3441;4164;5681;5874;6028;6645	11	0
8311	-1;2071;2255;3145;3441;4164;5681;5874;6028;6645;6963	11	0
8312	-1;2255;3145;3441;4164;5363;5681;5874;6028;6645;6963	11	0
8313	-1;2255;3016;3145;3441;4164;5363;5681;5874;6028;6645;6963	12	0
8314	-1;2255;3016;3145;3441;4164;5363;5681;5874;6028;6351;6645;6963	13	0
8315	-1;2390;3016;3145;3441;4164;5363;5681;5874;6028;6351;6645;6963	13	0
8316	-1;2390;3016;3145;3441;4164;5363;5681;5874;6028;6351;6963	12	0
8317	-1;2390;3016;3145;3441;4164;5363;5681;5874;6028;6963	11	0
8318	-1;615;2390;3016;3441;4164;5363;5681;5874;6028;6963	11	0
8319	-1;615;2390;3016;3441;4164;4683;5363;5681;5874;6028;6963	12	0
8320	-1;615;2390;3016;3441;4683;5363;5681;5874;5921;6028;6963	12	0
8321	-1;615;2390;3003;3016;3441;4683;5363;5874;5921;6028;6963	12	0
8322	-1;615;2390;3003;3016;3441;3494;5363;5874;5921;6028;6963	12	0
8323	-1;615;3003;3016;3441;3494;5363;5874;5921;6028;6963;7327	12	0
8324	-1;615;3003;3016;3278;3441;5363;5874;5921;6028;6963;7327	12	0
8325	-1;615;3003;3016;3278;3441;5363;5921;6028;6963;7327	11	0
8326	-1;615;3003;3016;3278;3441;5363;5921;6028;6143;6963;7327	12	0
8327	-1;615;3003;3016;3278;3441;3871;5363;5921;6028;6143;6963;7327	13	0
8328	-1;615;2444;3003;3016;3278;3871;5363;5921;6028;6143;6963;7327	13	0
8329	-1;615;2444;3003;3016;3278;5363;5921;6028;6143;6963;7327	12	0
8330	-1;615;2444;3003;3016;3278;5363;6028;6143;6705;6963;7327	12	0
8331	-1;615;2444;3003;3016;5363;6028;6143;6705;6778;6963;7327	12	0
8332	-1;615;1974;2444;3003;3016;6028;6143;6705;6778;6963;7327	12	0
8333	-1;615;1974;2154;2444;3003;3016;6028;6143;6705;6778;6963;7327	13	0
8334	-1;615;1974;2154;3003;3016;4800;6028;6143;6705;6778;6963;7327	13	0
8335	-1;615;2154;3003;3016;4800;6028;6143;6705;6778;6963;7327	12	0
8336	-1;203;615;2154;3003;3016;4800;6028;6143;6705;6778;7327	12	0
8337	-1;203;615;2154;3003;3016;4800;6028;6705;6778;7327	11	0
8338	-1;615;1152;2154;3003;3016;4800;6028;6705;6778;7327	11	0
8339	-1;615;1152;3003;3016;4800;5182;6028;6705;6778;7327	11	0
8340	-1;615;1152;3003;3016;5182;6028;6705;6778;7327	10	0
8341	-1;1152;3003;3016;3142;5182;6028;6705;6778;7327	10	0
8342	-1;803;1152;3003;3016;3142;6028;6705;6778;7327	10	0
8343	-1;803;1152;1744;3003;3016;3142;6028;6705;6778	10	0
8344	-1;803;1152;1744;3003;3016;6028;6705;6778;7103	10	0
8345	-1;803;1152;1744;3016;4138;6028;6705;6778;7103	10	0
8346	-1;466;803;1152;1744;3016;4138;6028;6705;6778;7103	11	0
8347	-1;466;803;1152;1744;3016;4138;6028;6273;6705;6778;7103	12	0
8348	-1;466;803;1152;1744;2517;3016;4138;6028;6273;6705;6778;7103	13	0
